id,series,subject,grade,term,year,publisher,type,title,pages,paper_count,unit_price,no_cover_price,has_cover,companion_of,file
133,سلاح التلميذ,عربي,8,1,2027,المتميزون,كتاب,سلاح التلميذ - عربي - الصف الثاني الإعدادي - الترم الأول - 2027 - المتميزون - الصف الثاني الاعدادي الصف الثاني الاعدادي الصف الثاني الاعدادي مفكره.pdf,17,8,25.2,5.2,True,,library\Grade_08\سلاح التلميذ - عربي - الصف الثاني الإعدادي - الترم الأول - 2027 - المتميزون - الصف الثاني الاعدادي الصف الثاني الاعدادي مفكره.pdf
134,سلاح التلميذ,عربي,8,1,2027,المتميزون,كتاب,سلاح التلميذ - عربي - الصف الثاني الإعدادي - الترم الأول - 2027 - المتميزون - الصف الثاني الاعدادي الصف الثاني الاعدادي الصف الثاني الاعدادي.pdf,322,161,124.65,104.65,True,,library\Grade_08\سلاح التلميذ - عربي - الصف الثاني الإعدادي - الترم الأول - 2027 - المتميزون - الصف الثاني الاعدادي الصف الثاني الاعدادي.pdf
135,الاضواء,دراسات,8,1,2027,,ملحق,ملحق الاضواء - دراسات - الصف الثاني الإعدادي - الترم الأول - 2027 - الصف الثاني الاعدادي الصف الثاني الاعدادي الصف الثاني الاعدادي 2.pdf,146,73,67.45,47.45,True,128,library\Grade_08\ملحق الاضواء - دراسات - الصف الثاني الإعدادي - الترم الأول - 2027 - الصف الثاني الاعدادي الصف الثاني الاعدادي 2.pdf
136,الاضواء,دراسات,8,1,2027,,ملحق,ملحق الاضواء - دراسات - الصف الثاني الإعدادي - الترم الأول - 2027 - الصف الثاني الاعدادي الصف الثاني الاعدادي الصف الثاني الاعدادي ا.pdf,114,57,57.05,37.05,True,128,library\Grade_08\ملحق الاضواء - دراسات - الصف الثاني الإعدادي - الترم الأول - 2027 - الصف الثاني الاعدادي الصف الثاني الاعدادي ا.pdf
137,الاضواء,علوم,8,1,2027,المتميزون,ملحق,ملحق الاضواء - علوم - الصف الثاني الإعدادي - الترم الأول - 2027 - المتميزون - الصف الثاني الاعدادي الصف الثاني الاعدادي الصف الثاني الاعدادي.pdf,228,114,94.1,74.1,True,129,library\Grade_08\ملحق الاضواء - علوم - الصف الثاني الإعدادي - الترم الأول - 2027 - المتميزون - الصف الثاني الاعدادي الصف الثاني الاعدادي.pdf
138,سلاح التلميذ,دراسات,8,1,2027,المتميزون,ملحق,ملحق سلاح التلميذ - دراسات - الصف الثاني الإعدادي - الترم الأول - 2027 - المتميزون - الصف الثاني الاعدادي الصف الثاني الاعدادي الصف الثاني الاعدادي.pdf,178,89,77.85,57.85,True,131,library\Grade_08\ملحق سلاح التلميذ - دراسات - الصف الثاني الإعدادي - الترم الأول - 2027 - المتميزون - الصف الثاني الاعدادي الصف الثاني الاعدادي.pdf
139,سلاح التلميذ,عربي,8,1,2027,المتميزون,ملحق,ملحق سلاح التلميذ - عربي - الصف الثاني الإعدادي - الترم الأول - 2027 - المتميزون - الصف الثاني الاعدادي الصف الثاني الاعدادي الصف الثاني الاعدادي.pdf,162,81,72.65,52.65,True,133,library\Grade_08\ملحق سلاح التلميذ - عربي - الصف الثاني الإعدادي - الترم الأول - 2027 - المتميزون - الصف الثاني الاعدادي الصف الثاني الاعدادي.pdf
140,الاضواء,عربي,10,1,2027,,كتاب,الاضواء - عربي - الصف الأول الثانوي - الترم الأول - 2027 - الصف الاول الثانوي الصف الاول الثانوي الصف الاول الثانوي تقيمات.pdf,50,25,36.25,16.25,True,,library\Grade_10\الاضواء - عربي - الصف الأول الثانوي - الترم الأول - 2027 - الصف الاول الثانوي الصف الاول الثانوي تقيمات.pdf
141,الاضواء,عربي,10,1,2027,,كتاب,الاضواء - عربي - الصف الأول الثانوي - الترم الأول - 2027 - الصف الاول الثانوي الصف الاول الثانوي الصف الاول الثانوي.pdf,314,157,122.05,102.05,True,,library\Grade_10\الاضواء - عربي - الصف الأول الثانوي - الترم الأول - 2027 - الصف الاول الثانوي الصف الاول الثانوي.pdf
142,,,10,1,2027,المتميزون,كتاب,الصف الأول الثانوي - الترم الأول - 2027 - المتميزون - الصف الاول الثانوي الصف الاول الثانوي الصف الاول الثانوي فسلفه.pdf,346,173,132.45,112.45,True,,library\Grade_10\الصف الأول الثانوي - الترم الأول - 2027 - المتميزون - الصف الاول الثانوي الصف الاول الثانوي فسلفه.pdf
143,المعاصر,انجليزي,10,1,2027,,كتاب,المعاصر - انجليزي - الصف الأول الثانوي - الترم الأول - 2027 - الصف الاول الثانوي الصف الاول الثانوي الصف الاول الثانوي.pdf,415,208,155.2,135.2,True,,library\Grade_10\المعاصر - انجليزي - الصف الأول الثانوي - الترم الأول - 2027 - الصف الاول الثانوي الصف الاول الثانوي.pdf
144,,دراسات,10,1,2027,المتميزون,كتاب,دراسات - الصف الأول الثانوي - الترم الأول - 2027 - المتميزون - الصف الاول الثانوي الصف الاول الثانوي الصف الاول الثانوي.pdf,266,133,106.45,86.45,True,,library\Grade_10\دراسات - الصف الأول الثانوي - الترم الأول - 2027 - المتميزون - الصف الاول الثانوي الصف الاول الثانوي.pdf
145,,فرنساوي,10,1,2027,المتميزون,كتاب,فرنساوي - الصف الأول الثانوي - الترم الأول - 2027 - المتميزون - الصف الاول الثانوي الصف الاول الثانوي الصف الاول الثانوي ميرسي.pdf,234,117,96.05,76.05,True,,library\Grade_10\فرنساوي - الصف الأول الثانوي - الترم الأول - 2027 - المتميزون - الصف الاول الثانوي الصف الاول الثانوي ميرسي.pdf
146,الاضواء,عربي,10,1,2027,,مراجعة,مراجعة الاضواء - عربي - الصف الأول الثانوي - الترم الأول - 2027 - الصف الاول الثانوي الصف الاول الثانوي الصف الاول الثانوي.pdf,162,81,72.65,52.65,True,140,library\Grade_10\مراجعة الاضواء - عربي - الصف الأول الثانوي - الترم الأول - 2027 - الصف الاول الثانوي الصف الاول الثانوي.pdf
147,المعاصر,انجليزي,10,1,2027,,ملحق,ملحق المعاصر - انجليزي - الصف الأول الثانوي - الترم الأول - 2027 - الصف الاول الثانوي الصف الاول الثانوي الصف الاول الثانوي 1.pdf,112,56,56.4,36.4,True,143,library\Grade_10\ملحق المعاصر - انجليزي - الصف الأول الثانوي - الترم الأول - 2027 - الصف الاول الثانوي الصف الاول الثانوي 1.pdf
148,المعاصر,انجليزي,10,1,2027,,ملحق,ملحق المعاصر - انجليزي - الصف الأول الثانوي - الترم الأول - 2027 - الصف الاول الثانوي الصف الاول الثانوي الصف الاول الثانوي 2.pdf,80,40,46.0,26.0,True,143,library\Grade_10\ملحق المعاصر - انجليزي - الصف الأول الثانوي - الترم الأول - 2027 - الصف الاول الثانوي الصف الاول الثانوي 2.pdf
149,الاضواء,عربي,12,,2027,,كتاب,الاضواء - عربي - الصف الثالث الثانوي - 2027 - كتاب A7M قناه كتب تالته ثانوي.pdf,386,193,145.45,125.45,True,,library\Grade_12\الاضواء - عربي - الصف الثالث الثانوي - 2027 - كتاب A7M قناه كتب تالته ثانوي.pdf
150,الامتحان,,12,,2027,المتميزون,كتاب,الامتحان - الصف الثالث الثانوي - 2027 - المتميزون - كيمياء اسئله.pdf,658,329,233.85,213.85,True,,library\Grade_12\الامتحان - الصف الثالث الثانوي - 2027 - المتميزون - كيمياء اسئله.pdf
151,المعاصر,انجليزي,12,1,2027,المتميزون,كتاب,المعاصر - انجليزي - الصف الثالث الثانوي - الترم الأول - 2027 - المتميزون.pdf,396,198,148.7,128.7,True,,library\Grade_12\المعاصر - انجليزي - الصف الثالث الثانوي - الترم الأول - 2027 - المتميزون.pdf
152,,انجليزي,12,,2027,المتميزون,كتاب,انجليزي - الصف الثالث الثانوي - 2027 - المتميزون - العمالقه انوي الجزء الاول.pdf,282,141,111.65,91.65,True,,library\Grade_12\انجليزي - الصف الثالث الثانوي - 2027 - المتميزون - العمالقه انوي الجزء الاول.pdf
153,,انجليزي,12,,2027,المتميزون,كتاب,انجليزي - الصف الثالث الثانوي - 2027 - المتميزون - العمالقه انوي الجزء التاني.pdf,278,139,110.35,90.35,True,,library\Grade_12\انجليزي - الصف الثالث الثانوي - 2027 - المتميزون - العمالقه انوي الجزء التاني.pdf
154,الامتحان,,12,,2027,المتميزون,حلول,حلول الامتحان - الصف الثالث الثانوي - 2027 - المتميزون - كيمياء اسئله.pdf,130,65,62.25,42.25,True,150,library\Grade_12\حلول الامتحان - الصف الثالث الثانوي - 2027 - المتميزون - كيمياء اسئله.pdf
155,المعاصر,,12,1,2027,,حلول,حلول المعاصر - الصف الثالث الثانوي - الترم الأول - 2027 - احصاء.pdf,70,35,42.75,22.75,True,,library\Grade_12\حلول المعاصر - الصف الثالث الثانوي - الترم الأول - 2027 - احصاء.pdf
156,التأسيس,,,,,,كتاب,التأسيس - لدكتور شهد هاني 202607222022 44193.pdf,37,18,31.7,11.7,True,,library\Grade_General\التأسيس - لدكتور شهد هاني 202607222022 44193.pdf
157,,,,1,2027,,كتاب,الترم الأول - 2027 - primary 2 1st term adel.pdf,181,90,78.5,58.5,True,,library\Grade_General\الترم الأول - 2027 - primary 2 1st term adel.pdf
158,المعاصر,,,,2027,,كتاب,المعاصر - 2027 - حل الوحده الاولي كامله من اولي اعدادي.pdf,24,12,27.8,7.8,True,,library\Grade_General\المعاصر - 2027 - حل الوحده الاولي كامله من اولي اعدادي.pdf
159,الشاطر,عربي,3,1,2027,,كتاب,الشاطر - عربي - الصف الثالث الابتدائي - الترم الأول - 2027 (1).pdf,210,105,88.25,68.25,True,,library\Grade_03\الشاطر - عربي - الصف الثالث الابتدائي - الترم الأول - 2027 (1).pdf
160,سلاح التلميذ,علوم,4,1,2027,,كتاب,سلاح التلميذ - علوم - الصف الرابع الابتدائي - الترم الأول - 2027 (1).pdf,210,105,88.25,68.25,True,,library\Grade_04\سلاح التلميذ - علوم - الصف الرابع الابتدائي - الترم الأول - 2027 (1).pdf
161,الاضواء,دراسات,5,1,2027,,كتاب,الاضواء - دراسات - الصف الخامس الابتدائي - الترم الأول - 2027 (1) (2).pdf,192,96,82.4,62.4,True,,library\Grade_05\الاضواء - دراسات - الصف الخامس الابتدائي - الترم الأول - 2027 (1) (2).pdf
162,الاضواء,دراسات,5,1,2027,,ملحق,ملحق الاضواء - دراسات - الصف الخامس الابتدائي - الترم الأول - 2027 (1) (2).pdf,144,72,66.8,46.8,True,161,library\Grade_05\ملحق الاضواء - دراسات - الصف الخامس الابتدائي - الترم الأول - 2027 (1) (2).pdf
